Offset(P)            #Ptr   #Hnd Access Name
0x000000001e202860     16      0 RW-rw- \Device\HarddiskVolume1\Windows\ServiceProfiles\LocalService\AppData\Local\Microsoft\Windows\History\History.IE5\index.dat
0x000000001e203c00      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\dwmcore.dll
0x000000001e2079e0      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000001e207dc0     20      1 RWDr-- \Device\HarddiskVolume1\System Volume Information\tracking.log
0x000000001e2086f0     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\dps.dll
0x000000001e208f20     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\dxgi.dll
0x000000001e20a920      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\WWanAPI.dll
0x000000001e20b070     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\efssvc.dll
0x000000001e20cae0     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\cryptnet.dll
0x000000001e20d7f0     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\msutb.dll
0x000000001e20ef20     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\aepic.dll
0x000000001e210780     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\api-ms-win-core-file-l2-1-0.dll
0x000000001e210aa0     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\api-ms-win-crt-runtime-l1-1-0.dll
0x000000001e21b670     18      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\winevt\Logs\Microsoft-Windows-GroupPolicy%4Operational.evtx
0x000000001e21b7c0     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\sfc.dll
0x000000001e21ca50      1      1 ------ \Device\NamedPipe\keysvc
0x000000001e21f070     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\sfc_os.dll
0x000000001e21f2e0     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\HotStartUserAgent.dll
0x000000001e221570     19      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\winevt\Logs\Microsoft-Windows-Dhcpv6-Client%4Admin.evtx
0x000000001e221f20     18      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\winevt\Logs\Microsoft-Windows-Dhcp-Client%4Admin.evtx
0x000000001e222400     18      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\winevt\Logs\Microsoft-Windows-Winlogon%4Operational.evtx
0x000000001e2231d0      3      0 R--r-d \Device\HarddiskVolume1\Windows\explorer.exe
0x000000001e224870      2      1 ------ \Device\NamedPipe\
0x000000001e226270      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\winmm.dll
0x000000001e22be20      1      0 RW-rwd \Device\HarddiskVolume1\$PrepareToShrinkFileSize
0x000000001e22d700     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\winmm.dll.mui
0x000000001e22e930      4      0 R--r-- \Device\HarddiskVolume1\Windows\Fonts\arial.ttf
0x000000001e2302e0     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\MFC42u.dll.mui
0x000000001e231810      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000001e231a80     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\msxml3.dll
0x000000001e2349e0     15      0 R--r-d \Device\HarddiskVolume1\Windows\System32\nlasvc.dll
0x000000001e234c80     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ExplorerFrame.dll
0x000000001e23abb0      2      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ncsi.dll
0x000000001e23be00      4      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e23ff20      3      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\VMware VGAuth\VGAuthService.exe
0x000000001e240520     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\trkwks.dll
0x000000001e241070     17      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e2418e0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.7601.17514_none_2b24536c71ed437a
0x000000001e2421c0      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\winhttp.dll
0x000000001e242d60     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\webio.dll
0x000000001e24c2a0      9      0 R--r-d \Device\HarddiskVolume1\Windows\System32\vcruntime140.dll
0x000000001e24ef20      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000001e24f3d0     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\api-ms-win-crt-convert-l1-1-0.dll
0x000000001e2517a0     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ucrtbase.dll
0x000000001e2526f0     19      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e252990      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e252ca0     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wfapigp.dll
0x000000001e2535b0      1      1 ------ \Device\NamedPipe\keysvc
0x000000001e253700      2      1 ------ \Device\NamedPipe\keysvc
0x000000001e254ba0     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\api-ms-win-core-timezone-l1-1-0.dll
0x000000001e256280     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\api-ms-win-core-localization-l1-2-0.dll
0x000000001e256bb0     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ssdpapi.dll
0x000000001e257070     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\api-ms-win-core-processthreads-l1-1-1.dll
0x000000001e258070     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\api-ms-win-core-synch-l1-2-0.dll
0x000000001e259680      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\AudioEng.dll
0x000000001e2597d0     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\api-ms-win-core-file-l1-2-0.dll
0x000000001e259920     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\api-ms-win-crt-heap-l1-1-0.dll
0x000000001e25ab10     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\api-ms-win-crt-string-l1-1-0.dll
0x000000001e25bf20     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\api-ms-win-crt-stdio-l1-1-0.dll
0x000000001e25cb20     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\api-ms-win-crt-math-l1-1-0.dll
0x000000001e25dac0     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\api-ms-win-crt-filesystem-l1-1-0.dll
0x000000001e25e1f0     11      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\VMware VGAuth\pcre.dll
0x000000001e264b30     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\api-ms-win-crt-environment-l1-1-0.dll
0x000000001e266670     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\api-ms-win-crt-utility-l1-1-0.dll
0x000000001e266890      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\propsys.dll.mui
0x000000001e26a070     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\mlang.dll
0x000000001e26a420      1      1 R--r-d \Device\HarddiskVolume1\Program Files\Windows NT\Accessories\en-US\wordpad.exe.mui
0x000000001e26b070     12      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\vmsvc\deployPkgPlugin.dll
0x000000001e26b920      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000001e26c070      7      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\VMware VGAuth\libxml2.dll
0x000000001e26c9e0      4      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e26cd50     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wsock32.dll
0x000000001e26cf20      1      1 R--r-d \Device\HarddiskVolume1\Windows\Fonts\StaticCache.dat
0x000000001e26f3e0      9      0 R--r-d \Device\HarddiskVolume1\Windows\System32\AUDIOKSE.dll
0x000000001e2709e0      1      1 RW-rwd \Device\HarddiskVolume1\Users\Administrator\AppData\Local\Microsoft\Windows\Explorer\thumbcache_96.db
0x000000001e270dd0     14      1 RW-r-- \Device\HarddiskVolume1\ProgramData\Microsoft\RAC\StateData\RacDatabase.sdf
0x000000001e271070      5      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\VMware VGAuth\libxmlsec-openssl.dll
0x000000001e27b810      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\KernelBase.dll.mui
0x000000001e27c2d0     14      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\advapi32.dll.mui
0x000000001e27ef20      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000001e27f780     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\esentprf.dll
0x000000001e281450      1      1 R--r-- \Device\HarddiskVolume1\Windows\Registration\R000000000006.clb
0x000000001e2826a0      9      0 R--r-d \Device\HarddiskVolume1\Windows\System32\vssapi.dll
0x000000001e2843d0     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\loadperf.dll
0x000000001e2849b0      1      1 R--r-- \Device\HarddiskVolume1\Windows\Registration\R000000000006.clb
0x000000001e2853a0     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\EhStorShell.dll
0x000000001e2854f0      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ntshrui.dll
0x000000001e2858a0     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\WinSATAPI.dll
0x000000001e285d10      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wbem\esscli.dll
0x000000001e286740     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\IconCodecService.dll
0x000000001e286f20      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000001e290f20     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\netfxperf.dll
0x000000001e291070     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\msshooks.dll
0x000000001e2968d0      1      1 R--r-- \Device\HarddiskVolume1\Windows\Registration\R000000000006.clb
0x000000001e299f20     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\netprofm.dll.mui
0x000000001e29cc80     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\shell32.dll.mui
0x000000001e29fc40      1      1 R--r-- \Device\HarddiskVolume1\Windows\Registration\R000000000006.clb
0x000000001e2a38c0      1      1 ------ \Device\NamedPipe\wkssvc
0x000000001e2a5e60     33      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e2a6400     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\vsstrace.dll.mui
0x000000001e2a8790     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\provsvc.dll
0x000000001e2a9ea0      1      1 R--r-- \Device\HarddiskVolume1\Windows\Registration\R000000000006.clb
0x000000001e2ac630      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e2ae580      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000001e2aef20     33      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e2af070      1      1 RW-rwd \Device\HarddiskVolume1\Users\Administrator\AppData\Local\Microsoft\Windows\Explorer\thumbcache_idx.db
0x000000001e2af690      1      1 ------ \Device\NamedPipe\wkssvc
0x000000001e2afdc0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000001e2b8940      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000001e2b8b00      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\stdole2.tlb
0x000000001e2b8dc0      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\dbghelp.dll
0x000000001e2ba970     17      1 R--r-d \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.c..-controls.resources_6595b64144ccf1df_6.0.7600.16385_en-us_106f9be843a9b4e3\comctl32.dll.mui
0x000000001e2badd0      9      0 R--r-d \Device\HarddiskVolume1\Windows\System32\timedate.cpl
0x000000001e2baf20      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.c..-controls.resources_6595b64144ccf1df_6.0.7600.16385_en-us_106f9be843a9b4e3
0x000000001e2bb070     16      1 R--r-d \Device\HarddiskVolume1\Windows\System32\es.dll
0x000000001e2bb4e0     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\odbcint.dll.mui
0x000000001e2bca50      1      1 R--r-d \Device\HarddiskVolume1\Windows\Fonts\StaticCache.dat
0x000000001e2bdb30     34      2 -W-rw- \Device\HarddiskVolume1\ProgramData\VMware\VMware VGAuth\logfile.txt.0
0x000000001e2bef20      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wbem\WmiPrvSE.exe
0x000000001e2c0610     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\vsocklib.dll
0x000000001e2c0f20      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\vm3dservice.exe
0x000000001e2c28b0      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000001e2c3190      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\msdtc.exe
0x000000001e2c5ad0     11      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\intl.dll
0x000000001e2c9cd0      4      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e2c9e20      1      1 RW-r-d \Device\HarddiskVolume1\Windows\System32\wfp\wfpdiag.etl
0x000000001e2caa30     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\perfos.dll
0x000000001e2caf20      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\actxprxy.dll
0x000000001e2cd2b0      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\setupapi.dll.mui
0x000000001e2cd400     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\spool\drivers\x64\3\unidrvui.dll
0x000000001e2daf20      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000001e2dc530      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e2e6cc0      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000001e2e76e0      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000001e2e7ea0     15      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\vmtoolsd.exe
0x000000001e2ec220      2      0 R--rwd \Device\HarddiskVolume1\Users\Public\Desktop\desktop.ini
0x000000001e2ee1d0     15      0 R--r-- \Device\HarddiskVolume1\Users\Administrator\AppData\Local\Microsoft\Windows\Caches\{AFBF9F1A-8EE8-4C77-AF34-C647E37CA0D9}.1.ver0x0000000000000003.db
0x000000001e2efdd0      5      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\glib-2.0.dll
0x000000001e2f15e0      2      1 R--rwd \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Start Menu
0x000000001e2f2070      4      1 ------ \Device\Afd\Endpoint
0x000000001e2f27e0     15      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\gobject-2.0.dll
0x000000001e2f2f20     11      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\pcre.dll
0x000000001e2f4c70      4      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e2f5880     10      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\vmtools.dll
0x000000001e300070     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\UIRibbon.dll
0x000000001e302530      4      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e303070      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000001e3037b0     17      1 RW-rw- \Device\HarddiskVolume1\Users\Administrator\AppData\Roaming\Microsoft\Windows\Cookies\index.dat
0x000000001e303f20     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\shdocvw.dll
0x000000001e3056c0     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\perfctrs.dll
0x000000001e3062b0      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\mssitlb.dll
0x000000001e307f20     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\linkinfo.dll
0x000000001e30b0f0      2      1 R--rwd \Device\HarddiskVolume1\Users\Administrator\Desktop
0x000000001e30b2c0      2      1 R--rwd \Device\HarddiskVolume1\Users\Administrator\AppData\Local\Microsoft\Windows\Burn
0x000000001e30b640      2      1 R--rwd \Device\HarddiskVolume1\Users\Public\Desktop
0x000000001e30bb30      2      1 R--rwd \Device\HarddiskVolume1\Users\Public\Desktop
0x000000001e30bf20      2      1 R--rwd \Device\HarddiskVolume1\Users\Administrator\Desktop
0x000000001e30c070      2      1 R--rwd \Device\HarddiskVolume1\Users\Administrator\AppData\Local\Microsoft\Windows\Burn
0x000000001e30ca40      4      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e30d8e0     15      0 R--r-d \Device\HarddiskVolume1\Windows\System32\icmp.dll
0x000000001e30e2f0     13      0 R----- \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\icudt44l.dat
0x000000001e30e790      4      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e30ef20      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.7601.17514_none_2b24536c71ed437a
0x000000001e31acd0     17      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e31bd50      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000001e31bf20      2      1 ------ \Device\NamedPipe\vgauth-service
0x000000001e31c070      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wbem\WMIsvc.dll
0x000000001e31c4d0      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wbemcomn.dll
0x000000001e31cf20      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000001e31d780      2      1 R--rwd \Device\HarddiskVolume1\Users\Administrator\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned
0x000000001e31e9a0      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\msdtclog.dll
0x000000001e31ed90      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\authui.dll.mui
0x000000001e321070     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\iphlpsvc.dll
0x000000001e3213f0     12      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\common\hgfsUsability.dll
0x000000001e321540     12      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\common\hgfsServer.dll
0x000000001e3219b0     16      0 R--r-- \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Caches\{40FC8D7D-05ED-4FEB-B03B-6C100659EF5C}.2.ver0x0000000000000001.db
0x000000001e321d20      2      1 R--rwd \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Start Menu
0x000000001e322600      2      1 R--rwd \Device\HarddiskVolume1\Users\Administrator\AppData\Roaming\Microsoft\Windows\Start Menu
0x000000001e322960      7      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\hgfs.dll
0x000000001e323290      2      1 R--rwd \Device\HarddiskVolume1\Users\Administrator\AppData\Roaming\Microsoft\Windows\Start Menu
0x000000001e3233e0      2      1 R--rwd \Device\HarddiskVolume1\Users\Administrator\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned
0x000000001e3242e0     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wpdbusenum.dll
0x000000001e3245f0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000001e3252f0      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\propsys.dll.mui
0x000000001e325990     12      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\vmsvc\bitMapper.dll
0x000000001e326d40      3      1 R--rwd \Device\HarddiskVolume1\Windows\System32\wbem\MOF
0x000000001e326f20      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\KernelBase.dll.mui
0x000000001e327c00      5      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\common\vix.dll
0x000000001e327f20      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e328a10     12      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\vmsvc\appInfo.dll
0x000000001e3292f0     15      0 R--r-d \Device\HarddiskVolume1\Windows\System32\netmsg.dll
0x000000001e32b940     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wdscore.dll
0x000000001e32ba90      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\sqmapi.dll
0x000000001e335070     16      1 RW-rwd \Device\HarddiskVolume1\Users\Administrator\AppData\Local\Microsoft\Windows\Explorer\thumbcache_256.db
0x000000001e335240     17      1 RW-rwd \Device\HarddiskVolume1\Users\Administrator\AppData\Local\Microsoft\Windows\Explorer\thumbcache_1024.db
0x000000001e335bf0      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e336e90     17      1 RW-rwd \Device\HarddiskVolume1\Users\Administrator\AppData\Local\Microsoft\Windows\Explorer\thumbcache_sr.db
0x000000001e3375f0      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\setupapi.dll.mui
0x000000001e337f20      1      1 ------ \Device\Afd\Endpoint
0x000000001e338780      4      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\vmsvc\guestInfo.dll
0x000000001e338c80     12      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\vmsvc\diskWiper.dll
0x000000001e33a620      7      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\vmsvc\hwUpgradeHelper.dll
0x000000001e33b200     12      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\vmsvc\timeSync.dll
0x000000001e33b350     11      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\vmsvc\vmbackup.dll
0x000000001e33bab0     12      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\vmsvc\resolutionSet.dll
0x000000001e33c070     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ntdsapi.dll
0x000000001e33c880      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wbem\WmiDcPrv.dll
0x000000001e33c9d0      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wbem\fastprox.dll
0x000000001e33d890     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\networkexplorer.dll
0x000000001e33e070     12      0 R--r-- \Device\HarddiskVolume1\Windows\Fonts\segoeuil.ttf
0x000000001e33f800     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wbem\wbemprox.dll
0x000000001e340250     12      0 R--r-- \Device\HarddiskVolume1\Windows\Fonts\seguisym.ttf
0x000000001e3415a0     11      0 R--r-- \Device\HarddiskVolume1\Windows\Fonts\seguisb.ttf
0x000000001e341af0     15      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wbem\WinMgmtR.dll
0x000000001e341c40     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\browser.dll
0x000000001e344070     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\msdtcprx.dll
0x000000001e345e70      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000001e3471a0      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\srvsvc.dll
0x000000001e348300      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\vsstrace.dll.mui
0x000000001e348630      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e34b710      4      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e34c070     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\imageres.dll.mui
0x000000001e34c700      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\shell32.dll.mui
0x000000001e3579e0     15      0 R--r-d \Device\HarddiskVolume1\Windows\System32\PhotoMetadataHandler.dll
0x000000001e358840     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\wbem\en-US\WmiApSrv.exe.mui
0x000000001e35ac00     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\netcfgx.dll
0x000000001e35af20      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\DXP.dll
0x000000001e35b3f0     17      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\msdtc.exe.mui
0x000000001e35b810     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\SensApi.dll
0x000000001e35b960      2      1 R--rwd \Device\HarddiskVolume1\Users\Administrator\AppData\Roaming\Microsoft\Windows\Libraries
0x000000001e35bf20      2      1 R--rwd \Device\HarddiskVolume1\Users\Administrator\AppData\Roaming\Microsoft\Windows\Libraries
0x000000001e35e490     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\sscore.dll
0x000000001e35e5e0     33      1 -W-rw- \Device\HarddiskVolume1\Windows\Temp\vmware-vmusr-Administrator.log
0x000000001e35f6a0      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\KernelBase.dll.mui
0x000000001e35f7f0      9      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wbem\wbemsvc.dll
0x000000001e361b40      2      1 ------ \Device\NamedPipe\
0x000000001e364070      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e364aa0     12      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\vmusr\darkModeSync.dll
0x000000001e369070      2      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wbem\repdrvfs.dll
0x000000001e369f20      5      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\vmusr\desktopEvents.dll
0x000000001e36b1d0      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\setupapi.dll.mui
0x000000001e36e700     16      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\vmusr\dndcp.dll
0x000000001e36e700     16      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\vmusr\dndcp.dll
0x000000001e371800     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wbem\wmiutils.dll
0x000000001e372c00      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wdmaud.drv
0x000000001e373070     12      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\sigc-2.0.dll
0x000000001e3736f0     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ksuser.dll
0x000000001e37d4a0     11      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\wbem\Repository\OBJECTS.DATA
0x000000001e37d6b0     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\mprapi.dll
